REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,HABITAT_CD,STRAT,RUGOSITY_CD,WTD_RUG,LAT_DEGREES,LON_DEGREES,MAPGRID_NR,SUB_REGION_NAME,SUB_REGION_NR,ZONE_NAME,ZONE_NR,MPA_NAME,MPA_NR,ADMIN,PROT,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,METERS_COMPLETED,SPECIES_CD,SPECIES_NAME,N,JUV,MAX_DIAMETER,PERP_DIAMETER,HEIGHT,OLD_MORT,RECENT_MORT,BLEACH_CONDITION,DISEASE
PRICO,9134,1,2014,7,14,PVMT,PVMT_DEEP,NA,0.925,17.8779394,-66.158413,3989061,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,26.51759915,28.0415991,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9135,1,2014,7,17,PVMT,PVMT_DEEP,NA,1.4625,17.8774343,-66.124001,3989134,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,24.07919923,27.12719913,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9142,1,2014,7,14,PTRF,PTRF_DEEP,NA,0.254166667,17.9265787,-66.089251,4746226,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,10.05839968,12.4967996,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9143,1,2014,7,17,PTRF,PTRF_SHLW,NA,0.141666667,17.9361393,-66.06457,4897682,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9144,1,2014,7,15,AGRF,AGRF_SHLW,NA,0.502083333,17.9422992,-66.024378,5000997,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,2.133599932,3.047999902,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9145,1,2014,7,17,PTRF,PTRF_SHLW,NA,0.354166667,17.9445264,-66.081883,5021521,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,5.791199815,6.705599785,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9146,1,2014,7,15,PVMT,PVMT_DEEP,NA,0.3375,17.9489529,-65.987478,5111187,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.28799941,23.77439924,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9147,1,2014,7,14,PVMT,PVMT_SHLW,NA,0.304166667,17.9582346,-66.003829,5248792,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.010399776,8.229599737,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9148,1,2014,7,15,PVMT,PVMT_SHLW,NA,0.2625,18.0162314,-65.819322,6178251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.36319967,10.97279965,10,ACR CERV,Acropora cervicornis,1,0,12,8,8,0,0,N,A
PRICO,9148,1,2014,7,15,PVMT,PVMT_SHLW,NA,0.2625,18.0162314,-65.819322,6178251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.36319967,10.97279965,10,ACR CERV,Acropora cervicornis,1,0,18,6,11,0,0,N,A
PRICO,9148,1,2014,7,15,PVMT,PVMT_SHLW,NA,0.2625,18.0162314,-65.819322,6178251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.36319967,10.97279965,10,ACR CERV,Acropora cervicornis,1,0,26,21,8,40,0,N,A
PRICO,9148,1,2014,7,15,PVMT,PVMT_SHLW,NA,0.2625,18.0162314,-65.819322,6178251,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.36319967,10.97279965,10,ACR CERV,Acropora cervicornis,1,0,30,20,13,75,0,N,A
PRICO,9152,1,2014,8,19,PVMT,PVMT_DEEP,NA,0.942307692,18.0982239,-65.3285,7562570,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,20.42159935,22.85999927,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9153,1,2014,8,20,PTRF,PTRF_DEEP,NA,0.120833333,18.2122896,-65.395513,9282923,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,21.9455993,21.9455993,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9154,1,2014,5,29,AGRF,AGRF_DEEP,NA,0.779166667,17.8670479,-67.124006,3642914,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,21.9455993,26.51759915,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9155,1,2014,5,29,PVMT,PVMT_DEEP,NA,0.366666667,17.8720038,-67.076306,3725599,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.98319942,23.46959925,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9156,1,2014,5,28,AGRF,AGRF_DEEP,NA,0.1375,17.8760135,-67.116835,3780569,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,23.46959925,24.68879921,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9157,1,2014,5,28,AGRF,AGRF_DEEP,NA,0.516666667,17.8961533,-67.007162,4104255,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,16.45919947,18.8975994,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9160,1,2014,5,29,PVMT,PVMT_DEEP,NA,0.235416667,17.901754,-67.069852,4179824,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,16.76399946,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9161,1,2014,5,28,AGRF,AGRF_DEEP,NA,0.425,17.9050085,-67.033957,4234956,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.37359944,18.59279941,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9162,1,2014,5,30,PVMT,PVMT_DEEP,NA,0.120833333,17.9043687,-66.928749,4242061,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.80159959,12.80159959,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9164,1,2014,5,30,PVMT,PVMT_DEEP,NA,0.110416667,17.9067821,-66.943347,4276440,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.10639958,13.10639958,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9165,1,2014,5,27,PVMT,PVMT_DEEP,NA,0.172916667,17.9064909,-66.915985,4276498,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,12.80159959,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9167,1,2014,6,19,PVMT,PVMT_DEEP,NA,0.489583333,17.9180079,-67.31176,4392653,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.71599956,14.63039953,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9169,1,2014,6,19,PVMT,PVMT_DEEP,NA,0.1,17.9189814,-67.268334,4413391,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,16.15439948,16.15439948,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9170,1,2014,6,20,PVMT,PVMT_DEEP,NA,0.416666667,17.9216995,-67.320692,4447690,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.67839943,18.8975994,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9173,1,2014,6,19,PVMT,PVMT_DEEP,NA,0.1,17.9234574,-67.315012,4475230,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,19.20239939,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9174,1,2014,5,27,PVMT,PVMT_DEEP,NA,0.213636364,17.9197596,-66.931873,4476042,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.4967996,13.10639958,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9176,1,2014,5,30,PVMT,PVMT_DEEP,NA,0.120833333,17.922212,-66.90778,4517385,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.4967996,12.80159959,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9177,1,2014,6,20,PVMT,PVMT_DEEP,NA,0.264583333,17.927014,-67.308371,4530300,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,18.8975994,19.50719938,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9178,1,2014,5,28,AGRF,AGRF_SHLW,NA,0.55,17.9303963,-67.088418,4613350,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,4.571999854,6.705599785,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9184,1,2014,5,30,SCR,SCR_DEEP,NA,0.1,17.9407136,-66.906147,4799550,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,13.41119957,14.02079955,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9187,1,2014,6,13,PVMT,PVMT_DEEP,NA,0.452083333,17.9455788,-66.697518,4910104,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,11.27759964,12.80159959,10,ACR CERV,Acropora cervicornis,1,0,28,20,27,0,0,N,A
PRICO,9188,1,2014,5,27,AGRF,AGRF_SHLW,NA,0.891666667,17.9483608,-66.903225,4916550,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,2.438399922,6.095999805,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9190,1,2014,5,29,BDRK,BDRK_SHLW,NA,0.110416667,17.9495738,-66.974944,4923280,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,0.60959998,1.219199961,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9191,1,2014,6,19,PTRF,PTRF_SHLW,NA,0.120833333,17.9525075,-67.228832,4929624,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,6.400799795,7.315199766,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9195,1,2014,6,16,PTRF,PTRF_DEEP,NA,0.266666667,18.1012579,-67.421308,NA,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,15.23999951,15.84959949,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9196,1,2014,5,19,PVMT,PVMT_SHLW,NA,0.120833333,17.9613291,-66.809629,5130090,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,5.181599834,5.791199815,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9198,1,2014,5,20,AGRF,AGRF_SHLW,NA,0.327083333,17.9681302,-66.772262,5240281,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,2.743199912,3.657599883,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9199,1,2014,6,16,PTRF,PTRF_DEEP,NA,0.394,18.0848295,-67.417937,NA,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,10.97279965,11.88719962,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9200,1,2014,6,20,PTRF,PTRF_SHLW,NA,0.30625,17.9868477,-67.331408,5438674,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,8.534399727,10.36319967,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9201,1,2014,6,20,PTRF,PTRF_SHLW,NA,0.6125,17.9936654,-67.234087,5555874,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.047999902,8.534399727,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9203,1,2014,6,18,AGRF,AGRF_SHLW,NA,0.789583333,18.0539165,-67.203261,6478126,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,4.571999854,7.010399776,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9204,1,2014,6,16,AGRF,AGRF_SHLW,NA,0.245833333,18.0703261,-67.268746,6718857,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,1,0,8,6,8,10,0,N,A
PRICO,9204,1,2014,6,16,AGRF,AGRF_SHLW,NA,0.245833333,18.0703261,-67.268746,6718857,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,1,0,8,6,5,20,0,N,A
PRICO,9204,1,2014,6,16,AGRF,AGRF_SHLW,NA,0.245833333,18.0703261,-67.268746,6718857,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,1,0,15,11,10,20,0,N,A
PRICO,9204,1,2014,6,16,AGRF,AGRF_SHLW,NA,0.245833333,18.0703261,-67.268746,6718857,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,1,0,12,10,5,30,0,N,A
PRICO,9207,1,2014,6,16,PVMT,PVMT_SHLW,NA,0.1,18.1190266,-67.258819,7462133,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.352799893,3.657599883,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9208,1,2014,6,17,PTRF,PTRF_SHLW,NA,0.18,18.1323344,-67.281839,7661662,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,6.095999805,8.839199717,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9210,1,2014,6,17,SCR,SCR_SHLW,NA,0.183333333,18.1493044,-67.259936,7923224,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.010399776,7.315199766,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9212,1,2014,6,17,PVMT,PVMT_SHLW,NA,0.314583333,18.1664782,-67.260712,8184738,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,8.229599737,9.143999707,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9213,1,2014,6,17,PVMT,PVMT_SHLW,NA,0.241666667,18.1833539,-67.228879,8446321,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.010399776,7.619999756,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9216,1,2014,8,19,PTRF,PTRF_DEEP,NA,0.386666667,18.2342227,-65.410171,9613227,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,17.06879945,17.67839943,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9217,1,2014,8,19,PVMT,PVMT_DEEP,NA,0.5375,18.2763005,-65.228901,10308691,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,21.33599932,21.9455993,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9219,1,2014,8,19,AGRF,AGRF_SHLW,NA,1.041666667,18.2985267,-65.327604,10618171,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,3.047999902,5.181599834,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9221,1,2014,8,18,PTRF,PTRF_DEEP,NA,0.1,18.3001851,-65.320012,10645715,EPRICO,NA,NA,NA,NA,NA,CLP,NA,DEEP,22.85999927,22.85999927,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9224,1,2014,8,19,PTRF,PTRF_DEEP,NA,0.816666667,18.3065504,-65.230135,10769781,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,11.88719962,12.19199961,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9228,1,2014,8,20,BDRK,BDRK_DEEP,NA,0.45,18.3147826,-65.351824,10858989,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,16.45919947,16.76399946,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9231,1,2014,8,20,BDRK,BDRK_DEEP,NA,0.188461538,18.3179396,-65.351758,10907163,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.80159959,13.41119957,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9232,1,2014,8,20,PVMT,PVMT_DEEP,NA,NA,18.3216905,-65.335618,10969135,EPRICO,NA,NA,NA,NA,NA,CLP,NA,DEEP,17.06879945,17.06879945,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9233,1,2014,8,18,PVMT,PVMT_SHLW,NA,0.9125,18.3229617,-65.33134,10989790,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9235,1,2014,8,18,BDRK,BDRK_SHLW,NA,0.110416667,18.3274534,-65.3303,11058612,EPRICO,NA,NA,NA,NA,NA,CLP,NA,SHLW,0.60959998,0.60959998,10,ACR CERV,Acropora cervicornis,1,0,30,17,20,30,0,N,A
PRICO,9236,1,2014,8,18,PVMT,PVMT_DEEP,NA,0.933333333,18.3502712,-65.320368,11409614,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,22.25039929,23.46959925,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9237,1,2014,8,20,BDRK,BDRK_DEEP,NA,0.234615385,18.3536949,-65.357622,11450827,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.02079955,16.15439948,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9239,1,2014,6,16,PVMT,PVMT_SHLW,NA,0.120833333,18.1534642,-67.321327,7978150,SWPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,10.36319967,10.66799966,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9241,1,2014,9,7,PVMT,PVMT_DEEP,NA,0.3375,18.5190915,-67.099023,13580560,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.80159959,15.5447995,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9247,1,2014,9,7,BDRK,BDRK_SHLW,NA,0.23125,18.488382,-66.927517,13140475,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,4.876799844,5.486399824,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9248,1,2014,9,7,SCR,SCR_SHLW,NA,0.247916667,18.4844876,-66.902002,13085473,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.962399873,4.876799844,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9249,1,2014,7,27,PVMT,PVMT_SHLW,NA,0.758333333,18.3919922,-67.482291,11590855,SWPRICO,NA,NA,NA,NA,NA,DESE,NA,SHLW,11.58239963,14.63039953,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9253,1,2014,7,27,PVMT,PVMT_DEEP,NA,0.739583333,18.3869509,-67.473344,11515172,SWPRICO,NA,NA,NA,NA,NA,DESE,NA,DEEP,16.15439948,17.37359944,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9256,1,2014,7,27,AGRF,AGRF_SHLW,NA,0.6375,18.3816395,-67.487114,11432559,SWPRICO,NA,NA,NA,NA,NA,DESE,NA,SHLW,10.36319967,13.10639958,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9257,1,2014,7,27,AGRF,AGRF_DEEP,NA,0.870833333,18.3784546,-67.484303,11384391,SWPRICO,NA,NA,NA,NA,NA,DESE,NA,DEEP,16.76399946,18.8975994,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9260,1,2014,6,10,AGRF,AGRF_SHLW,NA,0.572916667,18.351301,-67.266913,10999459,NPRICO,NA,NA,NA,NA,NA,TPR,NA,SHLW,1.219199961,2.438399922,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9262,1,2014,9,8,BDRK,BDRK_DEEP,NA,0.254166667,18.4945032,-66.399207,13334287,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,10.97279965,12.80159959,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9267,1,2014,9,8,PVMT,PVMT_SHLW,NA,0.347916667,18.4840879,-66.332167,13189907,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,8.229599737,10.36319967,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9269,1,2014,8,26,PVMT,PVMT_SHLW,NA,0.227083333,18.3709901,-65.559523,11656859,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.315199766,8.534399727,10,ACR CERV,Acropora cervicornis,1,0,16,14,7,50,0,N,A
PRICO,9270,1,2014,8,26,PVMT,PVMT_SHLW,NA,0.3,18.3638466,-65.538871,11553673,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,7.619999756,8.229599737,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9274,1,2014,8,26,PVMT,PVMT_DEEP,NA,0.933333333,18.3535338,-65.567431,11388445,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,14.93519952,17.06879945,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9277,1,2014,8,28,BDRK,BDRK_SHLW,NA,0.520833333,18.2617152,-65.606083,9977557,EPRICO,NA,NA,NA,NA,NA,OPEN,NA,SHLW,3.657599883,4.571999854,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9281,1,2014,8,28,PVMT,PVMT_SHLW,NA,0.704166667,18.3490725,-67.270246,10965042,NPRICO,NA,NA,NA,NA,NA,TPR,NA,SHLW,8.534399727,10.05839968,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9283,1,2014,6,10,PVMT,PVMT_DEEP,NA,0.277083333,18.3459063,-67.269805,10916869,NPRICO,NA,NA,NA,NA,NA,TPR,NA,DEEP,10.66799966,12.4967996,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9284,1,2014,8,28,BDRK,BDRK_SHLW,NA,0.325,18.3453814,-67.261768,10910004,NPRICO,NA,NA,NA,NA,NA,TPR,NA,SHLW,1.523999951,2.133599932,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9285,1,2014,9,6,SCR,SCR_DEEP,NA,0.335416667,18.3145269,-67.246941,10442060,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,12.19199961,17.98319942,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9288,1,2014,9,6,AGRF,AGRF_DEEP,NA,0.54375,18.2927929,-67.241485,10111736,NPRICO,NA,NA,NA,NA,NA,OPEN,NA,DEEP,11.88719962,14.02079955,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9289,1,2014,7,20,AGRF,AGRF_DEEP,NA,0.97,18.104076,-67.936017,7157892,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,7.010399776,10.97279965,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9290,1,2014,7,30,PVMT,PVMT_DEEP,NA,0.7,18.1009468,-67.942179,7109705,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.84959949,17.67839943,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9292,1,2014,7,30,AGRF,AGRF_DEEP,NA,0.679166667,18.0887598,-67.944614,6923886,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,8.534399727,10.05839968,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9293,1,2014,8,1,PTRF,PTRF_SHLW,NA,0.827083333,18.0792425,-67.939474,6779375,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,SHLW,2.743199912,6.095999805,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9298,1,2014,7,31,PVMT,PVMT_DEEP,NA,0.3625,18.0679012,-67.852617,6614391,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,12.19199961,14.93519952,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9299,1,2014,7,31,PVMT,PVMT_SHLW,NA,0.314583333,18.0587675,-67.914088,6469739,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,SHLW,8.839199717,9.143999707,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9302,1,2014,7,31,AGRF,AGRF_SHLW,NA,0.749166667,18.0544158,-67.864514,6407906,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,SHLW,12.80159959,15.23999951,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9303,1,2014,7,30,PVMT,PVMT_DEEP,NA,0.3875,18.0519525,-67.907516,6366523,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,DEEP,15.5447995,17.06879945,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
PRICO,9304,1,2014,7,31,SCR,SCR_SHLW,NA,0.697916667,18.0500347,-67.888161,6339036,SWPRICO,NA,NA,NA,NA,NA,MONA,NA,SHLW,12.19199961,13.41119957,10,ACR CERV,Acropora cervicornis,0,0,NA,NA,NA,NA,NA,NA,NA
