"REGION","PRIMARY_SAMPLE_UNIT","STATION_NR","YEAR","MONTH","DAY","HABITAT_CD","STRAT","RUGOSITY_CD","WTD_RUG","MEAN_RUG","LAT_DEGREES","LON_DEGREES","MAPGRID_NR","SUB_REGION_NAME","SUB_REGION_NR","ZONE_NAME","ZONE_NR","MPA_NAME","MPA_NR","ADMIN","PROT","DEPTH_STRAT","MIN_DEPTH","MAX_DEPTH","METERS_COMPLETED","SPECIES_CD","SPECIES_NAME","N","JUV","MAX_DIAMETER","PERP_DIAMETER","HEIGHT","OLD_MORT","RECENT_MORT","BLEACH_CONDITION","DISEASE"
"PRICO",6330,1,2021,12,2,"AGRF","AGRF_DEEP",NA,NA,0.34,18.29207,-65.20173,10556500,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",22.2503992879872,22.85999926848,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6338,1,2021,12,3,"PVMT","PVMT_SHLW",NA,NA,0.306666666666667,18.30068,-65.32681,10652583,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",7.61999975616001,8.22959973665281,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6339,1,2021,12,3,"SCR","SCR_DEEP",NA,NA,0.0653333333333333,18.30095,-65.32191,10659475,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"DEEP",21.335999317248,21.335999317248,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6342,1,2021,9,30,"PTRF","PTRF_DEEP",NA,NA,0.64,18.30264,-65.23589,10707831,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",20.4215993465088,21.9455992977408,10,"AGA GRAH","Agaricia grahamae",1,0,15,13,2,0,0,"N","A"
"PRICO",6344,1,2021,10,1,"PTRF","PTRF_DEEP",NA,NA,0.473333333333333,18.30559,-65.31516,10728309,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"DEEP",12.8015995903488,13.4111995708416,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6345,1,2021,12,2,"BDRK","BDRK_SHLW",NA,NA,0.71,18.32654,-65.37584,11030988,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",1.8287999414784,2.7431999122176,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6347,1,2021,10,1,"PTRF","PTRF_SHLW",NA,NA,0.46,18.30658,-65.32684,10742048,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",8.53439972689921,9.44879969763841,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6352,1,2021,9,29,"AGRF","AGRF_DEEP",NA,NA,0.446666666666667,18.30618,-65.20665,10769831,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.383999219712,25.6031991806976,10,"AGA GRAH","Agaricia grahamae",1,0,23,19,6,0,0,"N","A"
"PRICO",6352,1,2021,9,29,"AGRF","AGRF_DEEP",NA,NA,0.446666666666667,18.30618,-65.20665,10769831,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.383999219712,25.6031991806976,10,"AGA GRAH","Agaricia grahamae",1,0,19,13,4,0,0,"N","A"
"PRICO",6352,1,2021,9,29,"AGRF","AGRF_DEEP",NA,NA,0.446666666666667,18.30618,-65.20665,10769831,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.383999219712,25.6031991806976,10,"AGA GRAH","Agaricia grahamae",1,0,23,17,3,0,0,"N","A"
"PRICO",6357,1,2021,9,30,"PVMT","PVMT_SHLW",NA,NA,0.39,18.31087,-65.33546,10803968,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",0.914399970739201,1.8287999414784,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6360,1,2021,9,30,"AGRF","AGRF_DEEP",NA,NA,0.42,18.3123,-65.33817,10824608,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"DEEP",10.0583996781312,13.1063995805952,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6364,1,2021,9,30,"SCR","SCR_DEEP",NA,NA,0.100666666666667,18.31375,-65.32394,10852166,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"DEEP",17.9831994245376,17.9831994245376,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6366,1,2021,10,22,"BDRK","BDRK_SHLW",NA,NA,0.486666666666667,18.31484,-65.33157,10865914,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",0.609599980492801,1.523999951232,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6367,1,2021,12,3,"BDRK","BDRK_SHLW",NA,NA,0.393333333333333,18.3145,-65.31828,10865942,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",1.8287999414784,2.4383999219712,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6368,1,2021,12,2,"BDRK","BDRK_SHLW",NA,NA,1.01333333333333,18.31588,-65.33109,10879679,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",4.2671998634496,6.09599980492801,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6369,1,2021,10,21,"SCR","SCR_DEEP",NA,NA,0.0866666666666667,18.3157,-65.32677,10879688,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"DEEP",18.8975993952768,18.8975993952768,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6374,1,2021,9,30,"SCR","SCR_SHLW",NA,NA,0.0786666666666667,18.31708,-65.33337,10900320,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",11.8871996196096,12.4967996001024,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6376,1,2021,9,29,"PTRF","PTRF_SHLW",NA,NA,0.486666666666667,18.3154,-65.23924,10900519,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",7.31519976591361,7.31519976591361,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6377,1,2021,10,29,"PTRF","PTRF_SHLW",NA,NA,0.258666666666667,18.34498,-67.26604,10903113,"NPRICO",NA,NA,NA,NA,NA,"TPR",NA,"SHLW",6.09599980492801,8.53439972689921,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6385,1,2021,10,29,"AGRF","AGRF_SHLW",NA,NA,0.293333333333333,18.34676,-67.26694,10930639,"NPRICO",NA,NA,NA,NA,NA,"TPR",NA,"SHLW",4.571999853696,8.53439972689921,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6386,1,2021,10,29,"AGRF","AGRF_SHLW",NA,NA,0.156,18.34686,-67.2651,10930643,"NPRICO",NA,NA,NA,NA,NA,"TPR",NA,"SHLW",3.047999902464,5.48639982443521,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6389,1,2021,10,29,"AGRF","AGRF_DEEP",NA,NA,0.306,18.34783,-67.27162,10944393,"NPRICO",NA,NA,NA,NA,NA,"TPR",NA,"DEEP",15.8495994928128,17.0687994537984,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6391,1,2021,9,29,"PTRF","PTRF_DEEP",NA,NA,0.603333333333333,18.31843,-65.24077,10948690,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",14.9351995220736,15.5447995025664,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6395,1,2021,10,21,"PVMT","PVMT_DEEP",NA,NA,0.106666666666667,18.32128,-65.33337,10962258,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"DEEP",14.6303995318272,14.9351995220736,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6399,1,2021,10,29,"PVMT","PVMT_SHLW",NA,NA,0.451333333333333,18.35056,-67.26813,10985692,"NPRICO",NA,NA,NA,NA,NA,"TPR",NA,"SHLW",3.047999902464,4.571999853696,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6400,1,2021,10,28,"AGRF","AGRF_SHLW",NA,NA,0.254,18.3503,-67.26704,10985695,"NPRICO",NA,NA,NA,NA,NA,"TPR",NA,"SHLW",3.3527998927104,4.2671998634496,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6407,1,2021,10,1,"SCR","SCR_SHLW",NA,NA,0.008,18.32425,-65.33233,11010434,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",10.667999658624,10.9727996488704,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6408,1,2021,12,2,"BDRK","BDRK_SHLW",NA,NA,1.20666666666667,18.32659,-65.3757,11030988,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",6.70559978542081,8.53439972689921,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6411,1,2021,10,20,"AGRF","AGRF_SHLW",NA,NA,0.846666666666667,18.33053,-65.33249,11106781,"EPRICO",NA,NA,NA,NA,NA,"CLP",NA,"SHLW",1.523999951232,3.047999902464,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6412,1,2021,9,29,"PVMT","PVMT_SHLW",NA,NA,0.153333333333333,18.33011,-65.23572,11127632,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",10.3631996683776,10.667999658624,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6420,1,2021,8,6,"PTRF","PTRF_SHLW",NA,NA,0.4,18.34494,-65.57377,11257674,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",5.79119981468161,5.79119981468161,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6421,1,2021,10,20,"PVMT","PVMT_SHLW",NA,NA,0.133333333333333,18.34146,-65.32771,11271959,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",5.18159983418881,5.18159983418881,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6426,1,2021,10,20,"PTRF","PTRF_DEEP",NA,NA,0.305333333333333,18.34409,-65.32757,11313251,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",11.5823996293632,13.4111995708416,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6428,1,2021,10,28,"PVMT","PVMT_SHLW",NA,NA,0.0573333333333333,18.37505,-67.24622,11364248,"NPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",1.8287999414784,2.4383999219712,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6429,1,2021,9,1,"SCR","SCR_DEEP",NA,NA,0.0166666666666667,18.35074,-65.53104,11354112,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",22.2503992879872,22.5551992782336,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6434,1,2021,10,15,"AGRF","AGRF_DEEP",NA,NA,0.698,18.37891,-67.48477,11391272,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"DEEP",17.3735994440448,18.8975993952768,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6435,1,2021,11,5,"AGRF","AGRF_SHLW",NA,NA,0.289333333333333,18.37899,-67.48338,11391275,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"SHLW",13.715999561088,14.6303995318272,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6436,1,2021,8,6,"PVMT","PVMT_DEEP",NA,NA,0.303333333333333,18.35557,-65.60235,11409017,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",12.191999609856,12.4967996001024,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6437,1,2021,8,6,"SCR","SCR_SHLW",NA,NA,0.078,18.35495,-65.57593,11409073,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",11.8871996196096,11.8871996196096,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6440,1,2021,11,5,"PVMT","PVMT_SHLW",NA,NA,0.154,18.38023,-67.47386,11411941,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"SHLW",12.8015995903488,13.715999561088,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6442,1,2021,8,6,"PVMT","PVMT_SHLW",NA,NA,0.3,18.35598,-65.57395,11422841,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",3.6575998829568,4.2671998634496,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6446,1,2021,9,1,"PTRF","PTRF_DEEP",NA,NA,0.436666666666667,18.3559,-65.54643,11429781,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",19.2023993855232,20.7263993367552,10,"AGA GRAH","Agaricia grahamae",1,0,17,10,3,0,0,"N","A"
"PRICO",6446,1,2021,9,1,"PTRF","PTRF_DEEP",NA,NA,0.436666666666667,18.3559,-65.54643,11429781,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",19.2023993855232,20.7263993367552,10,"AGA GRAH","Agaricia grahamae",1,0,15,9,3,0,0,"N","A"
"PRICO",6446,1,2021,9,1,"PTRF","PTRF_DEEP",NA,NA,0.436666666666667,18.3559,-65.54643,11429781,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",19.2023993855232,20.7263993367552,10,"AGA GRAH","Agaricia grahamae",1,0,24,13,2,0,0,"N","A"
"PRICO",6446,1,2021,9,1,"PTRF","PTRF_DEEP",NA,NA,0.436666666666667,18.3559,-65.54643,11429781,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",19.2023993855232,20.7263993367552,10,"AGA GRAH","Agaricia grahamae",1,0,9,6,2,0,0,"N","A"
"PRICO",6448,1,2021,8,25,"BDRK","BDRK_SHLW",NA,NA,0.453333333333333,18.3815,-67.48654,11432560,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"SHLW",10.0583996781312,10.3631996683776,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6449,1,2021,8,25,"PVMT","PVMT_DEEP",NA,NA,0.24,18.3821,-67.489,11439437,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"DEEP",16.763999463552,17.0687994537984,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6450,1,2021,9,1,"PVMT","PVMT_DEEP",NA,NA,0.163333333333333,18.35665,-65.53608,11443567,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",12.8015995903488,13.1063995805952,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6454,1,2021,10,28,"PVMT","PVMT_DEEP",NA,NA,0.0173333333333333,18.38269,-67.23356,11481269,"NPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",13.715999561088,14.3255995415808,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6457,1,2021,11,5,"PVMT","PVMT_DEEP",NA,NA,0.286,18.386,-67.4719,11501411,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"DEEP",21.6407993074944,22.5551992782336,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6458,1,2021,8,25,"BDRK","BDRK_SHLW",NA,NA,0.446666666666667,18.38684,-67.48999,11508255,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"SHLW",12.4967996001024,14.3255995415808,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6462,1,2021,10,21,"PVMT","PVMT_DEEP",NA,NA,0.236666666666667,18.35736,-65.33476,11512813,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",22.5551992782336,23.4695992489728,10,"AGA GRAH","Agaricia grahamae",1,0,30,16,11,80,0,"N","A"
"PRICO",6465,1,2021,9,1,"AGRF","AGRF_SHLW",NA,NA,0.586666666666667,18.36146,-65.53322,11519275,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",1.2191999609856,1.8287999414784,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6466,1,2021,8,25,"BDRK","BDRK_DEEP",NA,NA,0.906666666666667,18.38765,-67.49009,11522019,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"DEEP",17.3735994440448,17.9831994245376,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,20,12,15,5,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,6,5,3,0,1,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,25,3,9,40,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,8,7,2,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,13,8,2,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,8,6,2,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,18,11,10,20,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,6,6,4,0,1,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,10,5,8,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,8,7,3,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,5,4,3,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,17,7,10,0,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,30,24,17,80,0,"N","A"
"PRICO",6468,1,2021,10,20,"PVMT","PVMT_DEEP",NA,NA,0.28,18.35834,-65.30966,11533513,"EPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"DEEP",24.6887992099584,26.8223991416832,10,"AGA GRAH","Agaricia grahamae",1,0,12,5,8,0,0,"N","A"
"PRICO",6471,1,2021,10,28,"AGRF","AGRF_SHLW",NA,NA,0.275333333333333,18.38677,-67.22589,11543223,"NPRICO",NA,NA,NA,NA,NA,"OPEN",NA,"SHLW",12.8015995903488,13.4111995708416,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6479,1,2021,8,25,"BDRK","BDRK_SHLW",NA,NA,1.03333333333333,18.3914,-67.48371,11583970,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"SHLW",10.0583996781312,12.191999609856,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6482,1,2021,11,5,"AGRF","AGRF_DEEP",NA,NA,0.454,18.39295,-67.48177,11604620,"SWPRICO",NA,NA,NA,NA,NA,"DESE",NA,"DEEP",17.6783994342912,18.5927994050304,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6493,1,2021,8,4,"AGRF","AGRF_DEEP",NA,NA,0.61,18.37656,-65.69236,11704752,"NPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",10.9727996488704,13.1063995805952,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6496,1,2021,12,9,"AGRF","AGRF_SHLW",NA,NA,0.61,18.37627,-65.57298,11732532,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",1.2191999609856,1.8287999414784,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6505,1,2021,8,4,"AGRF","AGRF_DEEP",NA,NA,0.693333333333333,18.38535,-65.65609,11849350,"NPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",12.8015995903488,14.0207995513344,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6508,1,2021,12,9,"PVMT","PVMT_SHLW",NA,NA,0.156666666666667,18.3857,-65.577,11877045,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",11.5823996293632,12.191999609856,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6515,1,2021,8,5,"PTRF","PTRF_SHLW",NA,NA,0.673333333333333,18.38885,-65.59448,11918300,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"SHLW",2.1335999317248,2.7431999122176,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6518,1,2021,9,1,"AGRF","AGRF_DEEP",NA,NA,0.188666666666667,18.38999,-65.56354,11945894,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.7367991124224,28.955999073408,10,"AGA GRAH","Agaricia grahamae",1,0,20,19,9,0,0,"N","A"
"PRICO",6525,1,2021,8,4,"SCR","SCR_DEEP",NA,NA,0.126666666666667,18.39716,-65.68374,12021341,"NPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",22.2503992879872,22.5551992782336,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,10,8,2,0,0,"N","A"
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,6,4,2,0,0,"N","A"
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,7,5,2,0,0,"N","A"
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,23,15,2,0,0,"N","A"
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,18,16,5,0,0,"N","A"
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,15,7,2,0,0,"N","A"
"PRICO",6526,1,2021,8,6,"AGRF","AGRF_DEEP",NA,NA,0.603333333333333,18.39569,-65.57587,12028451,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",27.431999122176,28.3463990929152,10,"AGA GRAH","Agaricia grahamae",1,0,10,8,2,0,0,"N","A"
"PRICO",6528,1,2021,8,5,"PVMT","PVMT_DEEP",NA,NA,0.16,18.39762,-65.60046,12049045,"EPRICO",NA,NA,NA,NA,NA,"NER",NA,"DEEP",10.0583996781312,10.667999658624,10,"AGA GRAH","Agaricia grahamae",0,0,NA,NA,NA,NA,NA,NA,NA
